"titre","url","sous_titre","annee","mois","jour"
"Covid 19 : les éditocrates serrent les rangs derrière Macron","https://www.acrimed.org/Covid-19-les-editocrates-serrent-les-rangs","... et balaient d’un revers de main les critiques.",2020,"avril","7"
"Au nom du pluralisme, taisez-vous !","https://www.acrimed.org/Au-nom-du-pluralisme-taisez-vous","Une déclaration d’Acrimed à destination des éditocrates et des économistes à gages.",2020,"avril","6"
"Démocratiser les grands médias","https://www.acrimed.org/Democratiser-les-grands-medias","Une tribune du sociologue Alain Accardo.",2020,"avril","5"
"Matinale de France Inter : parlez, parlez, mais de grâce, parlez dans les clous !","https://www.acrimed.org/Matinale-de-France-Inter-parlez-parlez-mais-de","Des nouvelles de la parole « acceptable » en temps de crise.",2020,"mars","31"
"Experts économiques sur Europe 1 : visionnaires jamais, faussaires toujours","https://www.acrimed.org/Experts-economiques-sur-Europe-1-visionnaires","Stop ou encore ?",2020,"mars","30"
"Docteur Cymès et mister Michel, experts médiatiques en coronavirus","https://www.acrimed.org/Docteur-Cymes-et-mister-Michel-experts","On le sait, les experts osent tout... et leur magistère ne connaît pas la crise.",2020,"mars","25"
"Pendant la crise, pas de confinement pour la critique des médias !","https://www.acrimed.org/Pendant-la-crise-pas-de-confinement-pour-la","Quelques pistes de réflexion sur notre activité dans la période de crise actuelle.",2020,"mars","24"
"Assange, krach pétrolier : le complotisme bon teint du Monde","https://www.acrimed.org/Assange-krach-petrolier-le-complotisme-bon-teint","Trop de complots tuent le complot…",2020,"mars","23"
"Crise du coronavirus : Aphatie en roue libre","https://www.acrimed.org/Crise-du-coronavirus-Aphatie-en-roue-libre","Un éditocrate qui dit tout et son contraire.",2020,"mars","20"
"Cadeau : les Médiacritiques n°33 et 34 en accès libre !","https://www.acrimed.org/Cadeau-les-Mediacritiques-no33-et-34-en-acces","De la lecture.",2020,"mars","19"
"Primaires démocrates dans Le Monde : misère du journalisme politique","https://www.acrimed.org/Primaires-democrates-dans-Le-Monde-misere-du","Des élections aux allures de course de petits chevaux.",2020,"mars","16"
"Le procès de la presse pour les 110 ans de la Vie ouvrière","https://www.acrimed.org/Le-proces-de-la-presse-pour-les-110-ans-de-la-Vie","Le mouvement social face aux médias.",2020,"mars","13"
"Jeudi d’Acrimed (reporté) – Les médias depuis #MeToo : où en est le sexisme ?","https://www.acrimed.org/Jeudi-d-Acrimed-reporte-Les-medias-depuis-MeToo","Ce jeudi d’Acrimed est reporté à une date ultérieure.",2020,"mars","12"
"Appel à dons : pour continuer, Acrimed a besoin de vous !","https://www.acrimed.org/Appel-a-dons-pour-continuer-Acrimed-a-besoin-de-6124","Nos seules ressources financières : votre soutien.",2020,"mars","10"
"Sexisme médiatique : où en est-on ? (tract)","https://www.acrimed.org/Sexisme-mediatique-ou-en-est-on-tract","Un tract pour les manifestations féministes du 8 mars.",2020,"mars","8"
"Actualité des médias : Elkabbach dans ses œuvres, Sarkozy à Lagardère, Niel à l’offensive dans la presse régionale…","https://www.acrimed.org/Actualite-des-medias-Elkabbach-dans-ses-oeuvres","Du côté des programmes, des informations et des entreprises médiatiques.",2020,"mars","5"
"Coronavirus et 49.3 : Édouard Philippe déroule sur TF1","https://www.acrimed.org/Coronavirus-et-49-3-Edouard-Philippe-deroule-sur","Une interview tout en complaisance.",2020,"mars","3"
"Couvrir les municipales : mode d’emploi à destination des journalistes politiques","https://www.acrimed.org/Couvrir-les-municipales-mode-d-emploi-a","Merci à Françoise Fressoz (Le Monde).",2020,"mars","2"
"Claude Askolovitch à propos du « Masque et la plume » : touchez pas au Garcin !","https://www.acrimed.org/Claude-Askolovitch-a-propos-du-Masque-et-la-plume","Quand une défense corporatiste valide le sexisme.",2020,"février","26"
"Affaire Dupont de Ligonnès : les médias plaident la « méprise »","https://www.acrimed.org/Affaire-Dupont-de-Ligonnes-les-medias-plaident-la","De l’impossible autocritique médiatique.",2020,"février","25"
"Affaire Carlos Ghosn : le journalisme se fait la malle","https://www.acrimed.org/Affaire-Carlos-Ghosn-le-journalisme-se-fait-la","Quand le sensationnalisme et la complaisance tiennent (à nouveau) lieu d’investigation.",2020,"février","24"
"Pour la libération de Julian Assange (mag électronique n°202)","https://www.acrimed.org/Pour-la-liberation-de-Julian-Assange-mag","Le magazine électronique d’Acrimed n°202.",2020,"février","21"
"Filmer, photographier, enregistrer les forces de l’ordre dans l’exercice de leur métier, est un droit et doit le rester","https://www.acrimed.org/Filmer-photographier-enregistrer-les-forces-de-l","Un communiqué collectif initié par Reporters en colère (REC).",2020,"février","21"
"Le palmarès 2019 des éditocrates (BD)","https://www.acrimed.org/Le-palmares-2019-des-editocrates-BD","Les palmes des sorties les plus grotesques et hasardeuses.",2020,"février","21"
"Pour la libération de Julian Assange","https://www.acrimed.org/Pour-la-liberation-de-Julian-Assange","Pour libérer Assange, multiplier les foyers de résistances.",2020,"février","20"
"Lexique pour temps de réforme des retraites","https://www.acrimed.org/Lexique-pour-temps-de-reforme-des-retraites","Le vocabulaire automatique du journalisme en temps de grèves et de mobilisations.",2020,"février","19"
"Dessine-moi les médias : réforme des retraites, violences médiatiques","https://www.acrimed.org/Dessine-moi-les-medias-reforme-des-retraites","Une série de dessins de Mathieu Colloghan.",2020,"février","18"
"C dans l’air : France 5 marche sur la dette","https://www.acrimed.org/C-dans-l-air-France-5-marche-sur-la-dette","La pédagogie médiatique au secours de l’orthodoxie budgétaire.",2020,"février","17"
"« Peut-on encore informer et s’informer en France ? » (Le Média)","https://www.acrimed.org/Peut-on-encore-informer-et-s-informer-en-France","Le 11 janvier, Acrimed participait à une émission du Média.",2020,"février","14"
"Actualité des médias : la macronie manie la carotte… et le bâton","https://www.acrimed.org/Actualite-des-medias-la-macronie-manie-la-carotte","Du côté des programmes, des informations et des entreprises médiatiques.",2020,"février","13"
"Éric Neuhoff : entre-soi, misogynie et mépris de classe","https://www.acrimed.org/Eric-Neuhoff-entre-soi-misogynie-et-mepris-de","Les beaux jours du journalisme culturel.",2020,"février","12"
"Occurrence : le fiasco du « comptage indépendant » des manifestants","https://www.acrimed.org/Occurrence-le-fiasco-du-comptage-independant-des","« Pas une vérité de plus, mais la réalité » (Thomas Legrand) (Photo : Serge D’Ignazio)",2020,"février","7"
"Retraites : ça rame chez les éditocrates ! (tract)","https://www.acrimed.org/Retraites-ca-rame-chez-les-editocrates-tract","Un tract pour les manifestations contre le projet de réforme des retraites (6 (...)",2020,"février","6"
"Conseil de déontologie : réponse de Dominique Pradalié (SNJ)","https://www.acrimed.org/Conseil-de-deontologie-reponse-de-Dominique","Un courrier en réaction à notre article intitulé « Pourquoi Acrimed ne rejoindra pas le CDJM (...)",2020,"février","4"
"Désinformation, mode d’emploi : le cas du fret ferroviaire dans Le Monde","https://www.acrimed.org/Desinformation-mode-d-emploi-le-cas-du-fret","Eric Béziat : un journaliste militant. (photo : Etienne Valois CC-BY-NC-ND)",2020,"février","3"
"Sortie de Médiacritiques n°34 : Réforme des retraites, violences médiatiques","https://www.acrimed.org/Sortie-de-Mediacritiques-no34-Reforme-des","Le nouveau Médiacritiques arrive bientôt !",2020,"février","1er"
"Mobilisation des enseignants : le service public mobilise ses experts fantoches","https://www.acrimed.org/Mobilisation-des-enseignants-le-service-public","Le règne des « toutologues » et des experts de rien.",2020,"janvier","29"
"« Bonjour je suis journaliste » et je cherche des témoignages contre la grève","https://www.acrimed.org/Bonjour-je-suis-journaliste-et-je-cherche-des","Envoyé spécial... sur Twitter.",2020,"janvier","28"
"Mobilisation des enseignants : Blanquer méprise, les JT font silence","https://www.acrimed.org/Mobilisation-des-enseignants-Blanquer-meprise-les","De l’invisibilisation à la stigmatisation du mouvement enseignant.",2020,"janvier","27"
"Rencontre-débat : « Réforme des retraites, violences médiatiques » le 9 février","https://www.acrimed.org/Rencontre-debat-Reforme-des-retraites-violences","Rendez-vous le 9 février, 17h, au Lieu-dit (Paris 20e).",2020,"janvier","24"
"Retraites : des médias jusqu’au-boutistes ! (tract)","https://www.acrimed.org/Retraites-des-medias-jusqu-au-boutistes-tract","Un tract pour les manifestations contre le projet de réforme des retraites (24 (...)",2020,"janvier","23"
"Les retraites dans Le Parisien : propagande à la Une","https://www.acrimed.org/Les-retraites-dans-Le-Parisien-propagande-a-la","Les Unes exemplaires d’un quotidien aux ordres (bis).",2020,"janvier","22"
"Retraites : mais où sont (encore) passés les magazines féminins ?","https://www.acrimed.org/Retraites-mais-ou-sont-encore-passes-les","Une couverture au rabais pour des enjeux de taille.",2020,"janvier","20"
"Retraites : Europe 1 en tenue de combat","https://www.acrimed.org/Retraites-Europe-1-en-tenue-de-combat","Un mois de propagande sur la radio privée.",2020,"janvier","17"
"Pourquoi Acrimed ne rejoindra pas le Conseil de déontologie journalistique et de médiation","https://www.acrimed.org/Pourquoi-Acrimed-ne-rejoindra-pas-le-Conseil-de","Une initiative loin de remplir les conditions minimales.",2020,"janvier","16"
"Actualité des médias : violences policières, grève à Radio France, déconfiture du CSA face à Bolloré…","https://www.acrimed.org/Actualite-des-medias-violences-policieres-greve-a","Du côté des programmes, des informations et des entreprises médiatiques.",2020,"janvier","14"
"Violences médiatiques en continu contre les grévistes (mag électronique n°201)","https://www.acrimed.org/Violences-mediatiques-en-continu-contre-les-6078","Face aux mauvais traitements médiatiques, Acrimed se mobilise !",2020,"janvier","10"
"Retraites : Nicolas Demorand et Léa Salamé, chiens de garde face à Philippe Martinez (vidéo)","https://www.acrimed.org/Retraites-Nicolas-Demorand-et-Lea-Salame-chiens","Un interrogatoire médiatique (théâtral ?) en règle.",2020,"janvier","9"
"Violences médiatiques en continu contre les grévistes (tract)","https://www.acrimed.org/Violences-mediatiques-en-continu-contre-les","Un tract pour les manifestations contre le projet de réforme des retraites (9 et 11 (...)",2020,"janvier","8"
"Retraites : 50 nuances de « galères » au 20h de France 2","https://www.acrimed.org/Retraites-50-nuances-de-galeres-au-20h-de-France","Une étude sur le traitement de la question des retraites dans le JT de la chaîne (...)",2020,"janvier","8"
"Les conseillers du Prince en (ordre de) marche","https://www.acrimed.org/Les-conseillers-du-Prince-en-ordre-de-marche","Éditorialistes et commentateurs au service de Sa Majesté.",2020,"janvier","3"
"Acrimed en questions : présentation et transparence financière","https://www.acrimed.org/Acrimed-en-questions-presentation-et-transparence","Nos seules ressources financières : votre soutien.",2020,"janvier","1er"
"C’était hier : débats et initiatives (2020)","https://www.acrimed.org/C-etait-hier-debats-et-initiatives-2020","Vendredi 17 janvier, 18h à la médiathèque de Conques-sur-Orbiel. Débat, suite à la pièce « 1984 », (...)",2020,"janvier","1er"
"Retraites : violences médiatiques en continu contre les grévistes","https://www.acrimed.org/Retraites-violences-mediatiques-en-continu-contre","Épisode 2.",2019,"décembre","30"
"Rétrécir l’audiovisuel public pour le sauver ?","https://www.acrimed.org/Retrecir-l-audiovisuel-public-pour-le-sauver","Télé publique en danger, triomphe d’une étroite vision comptable.",2019,"décembre","26"
"Réponse à Jean-Michel Aphatie, éditocrate clownesque de la « presse libre »","https://www.acrimed.org/Reponse-a-Jean-Michel-Aphatie-editocrate","Faites aboyer Aphatie : critiquez les médias !",2019,"décembre","23"
"2019 : une année riche pour la critique des médias… grâce à vous !","https://www.acrimed.org/2019-une-annee-riche-pour-la-critique-des-medias","Merci !",2019,"décembre","21"
"Affaire Delevoye : les plantages en série de Christophe Barbier","https://www.acrimed.org/Affaire-Delevoye-les-plantages-en-serie-de","Un éditocrate a toujours raison, même quand il a tort.",2019,"décembre","20"
"Mouvements sociaux : le jeu médiatique en vaut-il la chandelle ?","https://www.acrimed.org/Mouvements-sociaux-le-jeu-mediatique-en-vaut-il","Une tribune du sociologue Benjamin Ferron.",2019,"décembre","18"
"Les chiens de garde montrent les dents... On ne lâche rien !","https://www.acrimed.org/Les-chiens-de-garde-montrent-les-dents-On-ne","Un tract pour les manifestations « contre le projet de réforme des retraites » (...)",2019,"décembre","17"
"Les chiens de garde « interviewent » les opposants à la « réforme » des retraites (en vidéo)","https://www.acrimed.org/Les-chiens-de-garde-interviewent-les-opposants-a","Compilation vidéo des interrogatoires médiatiques.",2019,"décembre","16"
"Appel à dons : 20 000 euros pour préparer 2020 !","https://www.acrimed.org/Appel-a-dons-20-000-euros-pour-preparer-2020-6049","Nos seules ressources financières : votre soutien.",2019,"décembre","15"
"Retraites : le mépris des médias (mag électronique n°200)","https://www.acrimed.org/Retraites-le-mepris-des-medias-mag-electronique","SOMMAIRE 1. Retraites : le mépris des médias 2. Soutenez Acrimed ! 3. Sur le site d’Acrimed 4. Sur (...)",2019,"décembre","13"
"Interviews à géométrie variable sur les retraites : tiens, voilà du Bourdin !","https://www.acrimed.org/Interviews-a-geometrie-variable-sur-les-retraites","De l’art de muscler les interviews en fonction des invités.",2019,"décembre","13"
"Le mépris des médias : une raison de plus pour se mobiliser !","https://www.acrimed.org/Le-mepris-des-medias-une-raison-de-plus-pour-se","Un tract pour les manifestations « contre le projet de réforme des retraites » (...)",2019,"décembre","10"
"« L’éducation aux médias et à l’information », un objet à inventer","https://www.acrimed.org/L-education-aux-medias-et-a-l-information-un","Plaidoyer pour une éducation critique aux médias !",2019,"décembre","8"
"« Vous avez la parole » sur France 2 : les cheminots sur le gril","https://www.acrimed.org/Vous-avez-la-parole-sur-France-2-les-cheminots","Haro sur les régimes spéciaux dans l’émission de débat de France 2.",2019,"décembre","6"
